Index,Dice
1,0.6124719569778546
400,0.6186855588247673
800,0.6830932026966864
1200,0.7042316215907699
1600,0.7190500232088483
2000,0.7568951183112637
2400,0.7644671681494671
2800,0.769894160625554
3200,0.777140816991217
3600,0.7790337288408463
4000,0.7679329688174373
4400,0.774807374755584
4800,0.7793560466874526
5200,0.780342377705876
5600,0.7793212948281141
6000,0.7854459441143808
6400,0.7822937884452835
6800,0.7836527750785373
7200,0.7933198228357485
7600,0.7917085093202374
8000,0.7962267302904417
8400,0.7915444412610555
8800,0.8015616258080689
9200,0.7963089798996611
9600,0.787101205215894
10000,0.775060420003598
10400,0.7979722977998445
10800,0.7966554646283865
11200,0.7948647210781759
11600,0.7949225909265023
12000,0.7976246755365927
12400,0.7935865412459553
12800,0.7962228510278577
13200,0.7999218952952383
13600,0.7998437312962109
14000,0.8091365037342968
14400,0.8020451779333888
14800,0.803697010975795
15200,0.8066397750212626
15600,0.7990094110202208
16000,0.803868795043288
16400,0.8074101820923485
16800,0.8052874736681247
17200,0.8012417833333088
17600,0.8081823191516678
18000,0.8087969186500903
18400,0.8139879221529751
18800,0.8086472627271848
19200,0.8085247826065014
19600,0.8063148710989514
20000,0.8079502704101211
20400,0.8053993241406741
20800,0.8017074479446862
21200,0.8057147700088227
21600,0.8093103795896898
22000,0.8081290437882664
22400,0.8141330522378265
22800,0.8139498806927354
23200,0.8035721298599044
23600,0.8092342200144861
24000,0.8097426011179045
24400,0.8127039747629423
24800,0.8143385122436042
25200,0.8126015737931569
25600,0.8040043122075081
26000,0.8118102237185905
26400,0.8032613207289538
26800,0.8158193032563329
27200,0.8109615110244528
27600,0.8051528941076311
28000,0.8121254254667474
28400,0.8143395485200603
28800,0.8146156807238262
29200,0.8130724165271748
29600,0.8101336545999184
30000,0.812762561028317
30400,0.8047103339725604
30800,0.8101958777873796
31200,0.8144327221798484
31600,0.8112388280778404
32000,0.8125707827407668
32400,0.8121242811473255
32800,0.8127680855427599
33200,0.8148173308915615
33600,0.8151146301278394
34000,0.8121934967286422
34400,0.8130208450769629
34800,0.8088702161107862
35200,0.8140299819586367
35600,0.8115876194514142
36000,0.8114032725874099
36400,0.8090755218644322
36800,0.813611497797325
37200,0.8134865228086106
37600,0.8119940126620447
38000,0.8089959218199245
38400,0.8139685531915315
38800,0.8107051260408367
39200,0.8090372833537897
39600,0.8189465922530891
40000,0.8150935653500382
